"provinsi","kota","kecamatan","kelurahan","id_tps","nomor_tps","diterima","rusak","tdk_digunakan","tdk_sah","no1","no2","no3","no4","no5","no6","no7","no8","no9","no10","no11","no12","no13","no14","no15","no16","no17","no18","no19","no20","saksi_pileg"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002012","012","259","0","26","21","10","9","68","5","15","0","11","26","3","7","16","33","0","8","","","","","0","1","Agus"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002013","013","241","0","43","5","14","0","4","21","2","12","68","20","2","10","5","28","4","2","","","","","1","0","Andre"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002014","014","264","0","31","13","4","16","65","56","14","0","12","15","0","1","8","23","1","3","","","","","2","0","Adiputranto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002015","015","262","0","42","19","4","1","82","34","12","1","4","19","1","7","8","14","0","3","","","","","1","0","Annisa"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002016","016","301","23","74","23","7","17","55","29","12","0","4","31","6","6","7","24","1","4","","","","","1","0","Asti"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002017","017","234","0","27","22","3","6","66","40","3","1","6","31","3","12","2","9","0","2","","","","","0","1","Sugita"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002018","018","235","0","35","17","5","7","107","6","9","1","2","13","0","6","6","16","0","3","","","","","1","0","Yusuf"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002019","019","205","0","21","23","5","9","46","34","3","0","1","14","2","8","5","29","0","4","0","0","0","0","1","0","Puspa Yuli Yanti"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002020","020","211","0","28","25","4","9","56","39","6","1","3","17","4","2","4","7","0","4","0","0","0","0","1","1","Anggi Indah Sari"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002021","021","232","0","41","14","3","4","79","11","5","2","6","26","1","3","7","27","0","1","","","","","2","0","anggara"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002022","022","179","0","44","14","2","17","50","14","4","0","2","5","2","5","1","13","1","4","","","","","1","0","nana"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002023","023","237","0","53","5","6","9","52","9","9","1","7","21","1","2","24","32","1","4","","","","","0","0","paris s"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002024","024","199","0","31","8","6","5","82","10","10","0","5","11","1","1","10","14","0","5","","","","","0","0","hari"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002025","025","169","0","37","9","2","8","64","4","7","2","4","9","2","0","11","6","0","3","","","","","1","0","rita"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002026","026","220","0","32","11","3","10","95","7","7","0","3","10","0","5","12","20","1","4","","","","","0","0","SIMIN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002027","027","219","0","30","19","5","7","93","6","7","0","0","12","6","1","9","20","0","4","","","","","0","0","Rahmat"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002028","028","277","0","62","12","5","12","109","8","8","1","5","17","6","4","12","10","0","5","","","","","0","1","Riza"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002029","029","281","0","65","14","3","7","114","6","4","0","2","14","3","3","14","26","1","4","","","","","1","0","Supartinah"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002030","030","198","0","25","8","7","7","73","12","2","0","2","23","3","2","11","18","1","2","","","","","2","0","Ramadhan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002031","031","151","0","13","10","3","6","31","9","2","0","2","13","2","0","11","31","0","0","","","","","0","0","Wulan Cahyaning W"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","KARANGWARU","3471011002032","032","175","0","18","3","1","9","63","7","5","0","3","10","0","3","25","8","0","3","","","","","0","1","Legiyati"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003001","001","263","0","32","17","8","7","96","8","22","1","1","6","5","6","39","12","0","3","","","","","0","0","Indra"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003002","002","230","0","30","23","9","14","48","36","3","0","14","17","5","1","6","18","0","5","","","","","0","1","Andi "
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003003","003","199","0","24","17","16","17","41","26","7","0","9","13","3","5","7","10","0","3","","","","","0","1","Sudiyantoro"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003004","004","202","0","16","15","20","16","37","27","3","0","12","6","0","5","7","17","1","8","","","","","0","2","Vina"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003005","005","251","0","27","18","34","22","59","26","6","1","8","8","8","5","5","15","0","8","","","","","0","1","Muhadi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003006","006","270","0","42","23","42","16","62","14","6","0","13","14","4","1","11","17","0","4","","","","","0","1","Nurdiyanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003007","007","180","0","32","5","2","8","67","5","6","1","1","19","2","0","5","19","0","5","","","","","2","0","Bima"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003008","008","228","1","29","7","8","15","93","5","10","0","4","19","1","2","19","10","1","4","","","","","0","0","Avi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003009","009","178","0","12","16","4","8","62","7","5","0","10","23","0","4","2","19","0","4","","","","","2","0","Ade"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003010","010","189","0","26","10","1","19","49","3","6","0","29","15","0","6","10","12","0","2","","","","","0","1","Dimas"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003011","011","185","2","13","17","1","12","68","6","5","1","17","14","2","4","9","7","0","7","","","","","0","0","NIMAS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003012","012","185","0","23","14","6","13","39","13","10","0","5","33","1","5","4","13","0","4","","","","","2","0","Vani"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003013","013","260","1","27","29","5","24","61","14","8","1","23","15","4","2","12","22","2","6","","","","","0","4","Wanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003014","014","239","2","26","17","8","12","64","15","5","0","18","34","5","8","14","9","1","1","","","","","0","0","DIDI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003015","015","212","0","20","10","1","12","94","4","9","0","8","12","1","1","21","14","1","5","","","","","0","0","Felita"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003016","016","150","0","17","13","1","4","88","2","4","0","3","7","0","0","7","4","0","0","","","","","0","0","Novi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003017","017","195","0","21","14","5","7","63","6","5","0","2","38","1","6","8","13","0","5","","","","","0","1","Reni"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003018","018","220","0","21","15","2","9","60","11","6","0","3","14","4","9","10","51","0","5","","","","","0","0","Dariati"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003019","019","221","16","9","16","1","13","77","6","2","1","1","9","5","5","9","54","0","8","","","","","1","0","Candra"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003020","020","170","0","27","13","2","12","36","5","8","0","5","11","1","4","9","36","0","0","","","","","0","0","Mujio"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003021","021","128","0","12","7","2","5","46","4","1","0","0","17","2","9","2","21","0","0","","","","","0","0","Dwiki"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003022","022","228","0","21","33","21","3","91","4","4","0","2","9","3","5","6","21","1","1","","","","","3","0","Natalia"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003023","023","346","1","113","29","11","6","75","9","9","1","2","19","3","6","12","46","0","1","","","","","0","3","Priyono"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003024","024","251","0","41","4","6","10","91","11","8","0","2","21","1","5","17","22","0","10","","","","","1","1","Indra"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003025","025","268","0","42","14","5","8","107","5","8","0","5","18","1","1","27","17","0","10","","","","","0","0","Riki"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003026","026","258","0","52","12","2","10","96","4","8","0","5","14","10","9","11","21","0","4","","","","","0","0","Anang"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003027","027","246","0","41","17","5","18","90","3","29","0","4","7","3","7","2","16","0","3","","","","","1","0","Tenang Adi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003028","028","232","0","28","19","7","12","91","2","1","0","2","8","3","3","21","25","0","8","","","","","0","2","Suyadi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003029","029","216","0","21","32","8","9","71","6","3","1","1","5","4","2","1","2","47","0","","","","","1","0","Sri Haryanti"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003030","030","274","1","43","28","6","11","73","4","11","0","6","18","7","7","7","52","0","0","","","","","0","0","Andreas"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","TEGALREJO","3471011003031","031","274","0","25","30","5","4","80","7","61","1","2","7","4","9","10","27","0","2","","","","","0","0","Hari"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004001","001","189","0","31","24","7","12","41","16","3","2","2","7","7","5","8","8","1","13","","","","","1","1","Budi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004002","002","197","0","22","21","18","7","43","22","0","0","6","16","1","6","1","9","0","23","","","","","1","1","Haryanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004003","003","202","0","25","28","12","18","26","25","4","0","6","6","0","4","8","19","2","18","","","","","0","1","Tri Mega T"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004004","004","234","2","24","28","12","18","60","12","2","0","3","18","3","11","4","18","0","17","","","","","1","1","Ari C.H"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004005","005","234","0","26","22","38","10","55","16","3","0","6","12","6","5","7","14","0","10","","","","","1","3","Tri Mega P."
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004006","006","234","0","31","24","12","13","100","2","4","0","3","12","4","0","0","0","1","7","","","","","0","1","Aji Kurniawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004007","007","267","0","32","22","8","10","105","14","5","0","3","7","5","3","9","10","1","22","","","","","0","1","Nova"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004008","008","227","1","36","15","4","11","98","7","2","0","5","11","3","3","7","14","0","8","","","","","1","1","SULIS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004009","009","244","0","52","28","64","13","64","13","4","1","4","4","28","8","8","7","1","3","","","","","0","0","SUPRI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004010","010","231","0","43","21","7","32","64","20","2","1","5","9","8","2","6","6","0","2","","","","","2","1","ROBERT"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004011","011","225","0","52","17","3","24","63","4","4","0","2","13","21","3","3","12","0","1","","","","","3","0","sutriyo"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004012","012","265","0","37","15","2","23","96","21","2","0","6","14","2","8","12","17","1","8","","","","","0","1","ILHAM"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004013","013","190","0","23","18","7","12","74","22","2","0","3","7","0","1","5","10","1","5","","","","","0","0","SARTINI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004014","014","264","1","49","21","2","18","59","6","8","1","9","21","4","9","24","17","0","15","","","","","0","0","SAUFUL"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004015","015","269","0","57","15","10","11","103","10","9","2","3","9","0","2","12","18","0","6","","","","","0","2","ABDUL"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","TEGALREJO","BENER","3471011004016","016","259","0","42","8","7","17","74","13","4","0","10","11","5","5","39","14","2","8","","","","","0","0","BAGAS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001001","001","249","1","35","25","2","10","120","1","28","0","7","4","2","3","3","6","0","2","","","","","0","0","sukartono"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001002","002","244","11","22","11","7","11","135","3","23","0","0","6","2","3","3","16","0","2","","","","","0","0","ron"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001003","003","211","0","30","13","13","10","103","6","6","0","2","5","0","1","7","9","9","0","","","","","1","1","RINA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001004","004","248","0","42","7","40","7","77","5","9","0","3","7","1","2","17","26","0","5","","","","","0","0","ESTI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001005","005","293","15","45","15","3","3","183","2","4","0","1","8","2","2","12","12","0","2","","","","","0","0","YUNI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001006","006","260","0","47","21","12","12","122","2","5","0","2","3","3","3","4","18","1","3","","","","","2","0","TRI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001008","008","238","0","42","18","3","7","91","5","29","0","2","12","4","3","4","17","0","1","","","","","0","0","RULLY"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001009","009","250","0","24","19","8","5","134","3","12","2","2","9","2","6","14","8","0","2","","","","","0","0","EDWIN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001010","010","285","0","40","24","21","8","109","2","7","1","4","10","4","3","7","30","0","14","","","","","1","0","DHIKA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001011","011","267","0","59","22","27","13","68","8","4","1","6","6","7","0","19","18","0","8","","","","","0","1","RAMADHAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001012","012","275","1","45","14","14","13","111","1","11","0","1","13","6","6","27","6","0","5","","","","","0","1","SUGENG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001013","013","275","0","45","22","10","13","115","10","8","0","2","6","4","13","10","10","0","7","","","","","0","0","RION"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001016","016","176","1","33","13","5","3","82","1","1","0","2","8","1","3","9","6","4","3","","","","","1","0","RIFAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001017","017","214","1","39","10","4","19","95","0","1","0","2","13","0","3","8","10","0","5","","","","","0","2","ADIT"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001018","018","202","0","32","15","5","13","81","3","8","0","4","9","1","6","9","12","0","4","","","","","0","0","DION"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001019","019","224","1","33","12","50","8","77","3","1","0","1","4","0","3","6","19","1","3","","","","","0","2","HARUM"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001020","020","215","3","26","25","4","13","57","1","36","1","8","6","2","6","8","14","0","4","","","","","0","1","DIAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001021","021","191","18","27","18","3","15","51","5","3","0","0","24","6","2","7","30","0","1","","","","","0","1","VICKY"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001022","022","275","0","39","16","9","12","101","5","7","0","4","31","17","2","12","12","0","1","","","","","1","0","REGI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001024","024","240","3","34","9","6","7","70","4","19","0","5","37","2","4","5","31","0","4","","","","","0","0","MOSTAR"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001025","025","226","0","33","6","4","8","81","8","8","0","3","33","3","3","6","24","0","5","","","","","1","0","DWI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001026","026","276","0","44","25","13","17","107","2","18","1","1","9","3","5","8","17","0","3","","","","","2","0","ADITHYA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001027","027","209","0","43","10","0","22","88","4","6","1","4","5","7","1","5","9","0","4","","","","","0","0","FEBRIAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001028","028","257","0","46","21","10","23","80","1","14","2","1","20","3","6","4","23","0","3","","","","","0","0","herry"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001029","029","268","0","47","18","13","28","89","9","9","0","4","15","4","8","6","9","0","6","","","","","3","0","yuni"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001030","030","231","0","37","22","10","6","75","13","29","1","0","6","3","9","8","8","0","2","","","","","0","2","surani"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001031","031","284","0","45","23","4","4","118","1","31","0","2","17","5","6","16","8","0","4","","","","","0","0","wiwin"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","BUMIJO","3471021001032","032","229","0","45","13","12","10","78","6","7","0","2","23","6","1","9","5","0","0","","","","","0","0","roni"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003001","001","278","1","54","8","0","6","113","3","20","0","0","2","4","1","51","3","0","1","","","","","0","1","TINUS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003002","002","283","0","63","14","4","7","115","4","14","0","7","7","6","3","18","14","0","3","","","","","0","1","RIVAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003003","003","293","0","61","31","12","2","116","15","11","0","5","14","2","2","16","5","0","1","","","","","0","0","KRESNA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003004","004","292","1","36","31","10","13","116","7","8","1","4","12","6","2","16","26","0","3","","","","","0","0","BUDI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003005","005","248","0","44","14","4","3","66","22","10","0","6","10","3","3","19","37","1","3","","","","","1","2","ADI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003006","006","258","0","42","22","4","15","92","4","16","1","2","4","3","6","20","24","0","3","","","","","0","0","SUSANTO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003007","007","287","2","60","11","9","19","111","5","9","1","5","12","1","1","24","13","0","3","","","","","0","1","BAGUS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003008","008","298","0","50","16","0","18","107","5","25","0","2","13","4","3","39","12","2","4","","","","","0","0","MARGARETHA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003009","009","294","0","62","22","3","17","72","4","8","3","7","13","2","5","13","54","0","6","","","","","0","3","MUNDING"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003010","010","289","0","39","13","9","13","129","3","16","1","9","11","4","5","8","24","0","5","","","","","0","0","NURUL"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003011","011","227","0","25","13","2","15","80","17","5","0","0","25","4","4","9","16","0","8","","","","","0","0","RENDY"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003012","012","248","0","52","27","2","21","81","14","13","0","0","12","0","5","8","8","0","4","","","","","0","0","NURI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003013","013","281","0","30","23","8","14","122","7","4","0","0","8","4","5","3","34","0","18","","","","","0","1","NASRUL"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003014","014","156","0","32","4","6","10","46","3","1","0","0","6","0","4","5","35","0","2","","","","","0","0","BONY"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003015","015","233","0","40","38","4","9","61","9","15","0","2","13","2","5","7","25","0","3","","","","","0","0","guntur"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003016","016","273","1","50","21","6","9","86","13","13","2","3","25","1","4","3","28","0","6","","","","","0","2","UTARI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003017","017","283","0","36","29","5","12","93","10","13","0","5","15","2","3","5","43","0","9","","","","","2","1","YANING"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003018","018","263","0","41","21","5","11","81","20","5","0","7","31","9","8","6","13","0","3","","","","","0","2","DWI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003019","019","208","0","40","18","2","17","78","8","0","0","0","19","1","2","8","14","0","1","","","","","0","0","ARIF"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003020","020","252","0","32","22","6","8","80","8","3","0","0","40","6","1","9","31","0","3","","","","","1","2","SULIN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003021","021","297","0","52","30","9","39","91","3","6","0","2","40","4","6","3","7","0","4","","","","","2","0","LESTARI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003022","022","166","1","14","1","8","20","26","20","2","0","8","22","0","10","6","8","0","4","","","","","0","0","GILANG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003023","023","178","1","29","28","0","0","35","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","SAMSUL"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","JETIS","GOWONGAN","3471021003024","024","298","0","67","23","1","17","116","7","6","0","0","14","5","6","17","12","0","7","","","","","0","0","SUSILO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GONDOKUSUMAN","DEMANGAN","3471031001001","001","303","0","36","10","53","21","92","0","4","0","3","17","3","4","11","44","0","2","","","","","0","1","Ponidi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GONDOKUSUMAN","DEMANGAN","3471031001002","002","278","0","35","8","26","10","104","8","11","0","4","18","4","0","8","27","0","8","","","","","3","0","Ari Widodo"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GONDOKUSUMAN","DEMANGAN","3471031001003","003","197","0","26","8","14","10","57","8","10","0","3","10","3","1","16","28","0","3","","","","","0","0","BURHAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GONDOKUSUMAN","DEMANGAN","3471031001004","004","195","1","30","14","6","11","63","13","5","0","1","4","3","3","2","34","2","3","","","","","0","0","NUR SETAR"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GONDOKUSUMAN","DEMANGAN","3471031001005","005","194","0","64","9","5","4","81","6","3","0","0","3","2","3","8","4","0","2","","","","","0","0","SURYO"
